Brand,Series,Consumption,EnergyClass,Colour,Weight,Diagonal,IsSmart,Resolution,Depth,Doors,HasFreezer,Height,Volume,Width,Type,Price
Sony,series 1,267,B,silver,20,NULL,NULL,NULL,73,2,true,178,200,70,Fridge,813
Sony,series 2,340,A+++,green,22,NULL,NULL,NULL,71,2,false,182,200,75,Fridge,611
Panasonic,series 6,270,B,brown,22,NULL,NULL,NULL,74,1,true,181,500,78,Fridge,926
Philips,series 6,340,A+,red,20,NULL,NULL,NULL,73,1,false,182,500,75,Fridge,763
LG,series 3,280,B,brown,23,NULL,NULL,NULL,70,1,false,184,400,75,Fridge,720
Sony,series 1,280,A+++,silver,20,NULL,NULL,NULL,74,1,false,178,400,78,Fridge,663
Panasonic,series 3,280,A+++,green,20,NULL,NULL,NULL,71,2,false,181,600,85,Fridge,703
Xiaomi,series 3,267,B,gray,19,NULL,NULL,NULL,73,1,false,180,500,75,Fridge,694
Samsung,series 3,310,A++,green,23,NULL,NULL,NULL,74,2,false,190,500,79,Fridge,760
Philips,series 1,300,A+++,brown,22,NULL,NULL,NULL,73,2,false,181,600,75,Fridge,711
Panasonic,series 6,270,A++,silver,23,NULL,NULL,NULL,72,1,false,190,500,79,Fridge,740
Samsung,series 2,290,A,gray,20,NULL,NULL,NULL,74,2,false,183,500,85,Fridge,743
Sony,series 1,330,A,blue,23,NULL,NULL,NULL,71,2,true,183,700,80,Fridge,880
Samsung,series 4,270,A,gray,20,NULL,NULL,NULL,72,1,true,181,600,80,Fridge,1013
LG,series 1,270,B,red,20,NULL,NULL,NULL,73,1,true,182,300,78,Fridge,868
Philips,series 1,340,A++,silver,22,NULL,NULL,NULL,71,2,false,184,500,85,Fridge,666
Xiaomi,series 6,280,A+++,red,19,NULL,NULL,NULL,71,2,true,182,500,78,Fridge,964
Panasonic,series 3,340,A+++,green,21,NULL,NULL,NULL,72,2,true,184,200,75,Fridge,792
Xiaomi,series 4,280,A+,yellow,20,NULL,NULL,NULL,72,1,true,184,200,79,Fridge,853
Philips,series 4,280,D,red,23,NULL,NULL,NULL,70,1,false,180,600,78,Fridge,750
Samsung,series 5,310,D,silver,22,NULL,NULL,NULL,73,1,true,181,700,70,Fridge,1016
LG,series 1,320,C,gray,20,NULL,NULL,NULL,74,1,true,190,600,79,Fridge,898
Panasonic,series 1,300,A+++,green,19,NULL,NULL,NULL,70,1,false,178,700,75,Fridge,674
LG,series 5,270,D,red,22,NULL,NULL,NULL,73,2,false,181,200,70,Fridge,716
Xiaomi,series 2,280,A,silver,21,NULL,NULL,NULL,71,2,true,190,500,78,Fridge,867
HORIZON,series 2,310,A+++,silver,23,NULL,NULL,NULL,72,2,true,180,500,78,Fridge,825
Xiaomi,series 3,270,B,silver,20,NULL,NULL,NULL,71,2,true,190,300,78,Fridge,848
HORIZON,series 5,270,B,yellow,20,NULL,NULL,NULL,72,2,false,183,500,79,Fridge,688
HORIZON,series 5,330,A++,yellow,20,NULL,NULL,NULL,72,2,true,182,700,78,Fridge,913
Samsung,series 5,280,A+,green,19,NULL,NULL,NULL,73,2,true,178,400,85,Fridge,994
Philips,series 5,267,A+,yellow,21,NULL,NULL,NULL,74,2,false,190,700,75,Fridge,822
Samsung,series 1,290,A,silver,19,NULL,NULL,NULL,73,1,true,180,600,75,Fridge,944
Xiaomi,series 3,270,A+++,yellow,20,NULL,NULL,NULL,73,2,false,184,200,80,Fridge,648
LG,series 4,280,D,green,21,NULL,NULL,NULL,72,1,false,184,700,80,Fridge,792
Xiaomi,series 1,320,B,gray,20,NULL,NULL,NULL,74,1,true,180,500,70,Fridge,823
HORIZON,series 3,330,C,green,20,NULL,NULL,NULL,73,1,true,184,200,70,Fridge,753
Panasonic,series 3,340,B,blue,19,NULL,NULL,NULL,73,2,false,178,600,80,Fridge,654
Panasonic,series 6,330,C,red,21,NULL,NULL,NULL,70,2,false,180,500,80,Fridge,692
Xiaomi,series 4,310,A+++,gray,20,NULL,NULL,NULL,70,1,true,190,700,80,Fridge,948
Xiaomi,series 6,320,A+++,green,23,NULL,NULL,NULL,72,1,false,184,500,75,Fridge,740
Sony,series 3,320,A++,gray,21,NULL,NULL,NULL,73,2,true,182,300,78,Fridge,857
HORIZON,series 4,300,A+++,red,19,NULL,NULL,NULL,71,1,false,190,200,70,Fridge,614
LG,series 2,290,B,blue,23,NULL,NULL,NULL,74,2,false,182,400,85,Fridge,695
Xiaomi,series 1,340,A+++,green,23,NULL,NULL,NULL,73,2,false,178,300,78,Fridge,590
Samsung,series 3,267,A++,blue,23,NULL,NULL,NULL,74,2,true,182,300,78,Fridge,945
Xiaomi,series 4,290,A+,red,21,NULL,NULL,NULL,72,1,false,182,400,79,Fridge,687
Panasonic,series 5,300,D,green,21,NULL,NULL,NULL,73,1,true,178,500,79,Fridge,882
LG,series 3,290,C,brown,19,NULL,NULL,NULL,70,2,true,180,200,78,Fridge,874
HORIZON,series 6,300,A++,silver,19,NULL,NULL,NULL,70,1,true,181,200,79,Fridge,849
Panasonic,series 2,290,A,green,20,NULL,NULL,NULL,72,1,false,190,200,79,Fridge,583
Philips,series 3,320,A,yellow,20,NULL,NULL,NULL,73,2,true,181,200,75,Fridge,848
Panasonic,series 5,267,A+++,brown,22,NULL,NULL,NULL,74,2,true,184,400,85,Fridge,911
HORIZON,series 1,340,A,blue,20,NULL,NULL,NULL,73,2,true,190,500,79,Fridge,778
Philips,series 6,320,A++,brown,22,NULL,NULL,NULL,72,1,true,180,600,85,Fridge,996
LG,series 6,330,A,silver,22,NULL,NULL,NULL,72,1,false,182,700,79,Fridge,821
Panasonic,series 2,270,A,brown,19,NULL,NULL,NULL,74,1,true,181,700,80,Fridge,894
Xiaomi,series 3,300,A++,red,20,NULL,NULL,NULL,73,1,false,184,700,85,Fridge,728
Philips,series 2,270,C,yellow,20,NULL,NULL,NULL,71,2,false,180,200,78,Fridge,643
Samsung,series 3,330,A++,red,20,NULL,NULL,NULL,72,1,true,180,200,79,Fridge,893
LG,series 4,300,A+++,silver,19,NULL,NULL,NULL,73,2,true,184,600,75,Fridge,994
Sony,series 1,267,D,red,19,NULL,NULL,NULL,71,2,true,181,500,79,Fridge,864
Panasonic,series 5,320,A+++,silver,22,NULL,NULL,NULL,72,2,false,184,400,70,Fridge,681
LG,series 4,340,B,silver,23,NULL,NULL,NULL,70,1,true,181,500,79,Fridge,930
Samsung,series 1,310,B,gray,19,NULL,NULL,NULL,74,2,false,181,400,75,Fridge,689
Xiaomi,series 2,330,A,silver,22,NULL,NULL,NULL,73,2,false,180,400,80,Fridge,621
Philips,series 5,340,A,gray,22,NULL,NULL,NULL,72,1,false,184,400,80,Fridge,716
LG,series 6,280,B,silver,22,NULL,NULL,NULL,70,2,true,180,600,79,Fridge,1021
Samsung,series 2,340,D,silver,22,NULL,NULL,NULL,70,1,false,182,400,78,Fridge,681
Sony,series 6,290,A++,gray,21,NULL,NULL,NULL,73,1,false,183,600,80,Fridge,792
LG,series 4,280,A++,blue,22,NULL,NULL,NULL,73,2,true,183,500,78,Fridge,976
Samsung,series 3,330,A,silver,22,NULL,NULL,NULL,72,2,true,190,600,85,Fridge,961
Xiaomi,series 5,310,A++,brown,21,NULL,NULL,NULL,73,1,true,184,500,78,Fridge,922
Samsung,series 1,267,A+,gray,20,NULL,NULL,NULL,73,1,false,180,700,75,Fridge,783
Philips,series 5,270,B,yellow,20,NULL,NULL,NULL,72,2,true,181,400,75,Fridge,948
Xiaomi,series 6,320,C,silver,23,NULL,NULL,NULL,70,1,false,178,200,75,Fridge,655
Xiaomi,series 3,280,D,green,19,NULL,NULL,NULL,74,2,false,180,300,78,Fridge,634
Panasonic,series 4,267,B,yellow,21,NULL,NULL,NULL,71,1,true,190,400,85,Fridge,872
LG,series 6,267,A+,yellow,19,NULL,NULL,NULL,74,1,true,181,700,85,Fridge,1064
Sony,series 4,300,A++,yellow,19,NULL,NULL,NULL,70,2,true,178,200,78,Fridge,869
LG,series 5,270,B,red,19,NULL,NULL,NULL,70,2,false,182,300,70,Fridge,749
Sony,series 6,310,A++,yellow,21,NULL,NULL,NULL,73,1,false,181,400,80,Fridge,742
HORIZON,series 5,300,A+,yellow,23,NULL,NULL,NULL,71,1,false,180,400,70,Fridge,660
Xiaomi,series 2,267,A,green,20,NULL,NULL,NULL,71,2,true,183,700,80,Fridge,918
Samsung,series 6,310,B,yellow,21,NULL,NULL,NULL,74,2,false,184,400,85,Fridge,787
Samsung,series 6,320,A,red,19,NULL,NULL,NULL,74,1,true,178,700,80,Fridge,1049
Xiaomi,series 2,267,A+++,blue,23,NULL,NULL,NULL,74,1,false,178,300,75,Fridge,650
HORIZON,series 2,330,B,green,20,NULL,NULL,NULL,74,1,true,182,600,85,Fridge,818
Xiaomi,series 5,340,A+,silver,22,NULL,NULL,NULL,73,1,false,181,300,80,Fridge,661
Samsung,series 1,280,B,silver,21,NULL,NULL,NULL,72,2,true,178,600,70,Fridge,942
Xiaomi,series 5,340,A,silver,22,NULL,NULL,NULL,72,1,true,180,200,70,Fridge,836
LG,series 2,270,B,red,20,NULL,NULL,NULL,70,1,true,184,600,79,Fridge,948
Samsung,series 5,280,D,silver,19,NULL,NULL,NULL,72,2,true,180,400,85,Fridge,974
Philips,series 6,270,A++,yellow,20,NULL,NULL,NULL,73,1,true,182,500,70,Fridge,1003
Xiaomi,series 3,280,A+++,red,19,NULL,NULL,NULL,70,2,true,190,400,79,Fridge,884
LG,series 5,310,A,silver,20,NULL,NULL,NULL,74,2,true,178,700,85,Fridge,1013
Samsung,series 4,280,A+++,silver,23,NULL,NULL,NULL,73,2,true,181,700,70,Fridge,1040
Sony,series 2,310,A,silver,22,NULL,NULL,NULL,73,2,false,183,200,78,Fridge,611
HORIZON,series 4,310,A+++,silver,21,NULL,NULL,NULL,71,1,true,184,700,80,Fridge,907
Panasonic,series 1,310,B,red,22,NULL,NULL,NULL,71,2,false,183,600,80,Fridge,626
Xiaomi,series 2,340,C,gray,19,NULL,NULL,NULL,72,2,false,184,400,78,Fridge,609
Samsung,series 4,270,A+,gray,21,NULL,NULL,NULL,71,1,true,178,300,70,Fridge,957
LG,series 3,340,A++,silver,21,NULL,NULL,NULL,70,2,true,190,700,79,Fridge,967
Sony,series 5,300,A,silver,22,NULL,NULL,NULL,73,1,true,190,600,79,Fridge,956
LG,series 6,270,A+,brown,19,NULL,NULL,NULL,70,2,false,180,600,85,Fridge,839
Xiaomi,series 1,330,B,brown,21,NULL,NULL,NULL,74,2,true,181,500,85,Fridge,817
Philips,series 4,310,A++,brown,21,NULL,NULL,NULL,73,2,false,181,300,70,Fridge,702
LG,series 2,270,A++,blue,20,NULL,NULL,NULL,74,1,true,183,600,70,Fridge,963
LG,series 4,310,A++,blue,22,NULL,NULL,NULL,73,2,true,183,600,79,Fridge,981
Samsung,series 4,267,C,silver,20,NULL,NULL,NULL,72,2,true,178,300,80,Fridge,948
HORIZON,series 4,330,A+,silver,22,NULL,NULL,NULL,74,1,false,183,200,78,Fridge,586
LG,series 5,280,B,green,20,NULL,NULL,NULL,70,2,false,184,500,78,Fridge,783
Xiaomi,series 5,290,A++,yellow,20,NULL,NULL,NULL,72,2,false,181,600,79,Fridge,753
Samsung,series 5,340,A,red,23,NULL,NULL,NULL,74,1,false,190,200,79,Fridge,715
HORIZON,series 1,320,A+,red,19,NULL,NULL,NULL,72,2,false,181,300,70,Fridge,554
Xiaomi,series 2,270,A+++,red,21,NULL,NULL,NULL,70,2,false,184,200,70,Fridge,627
HORIZON,series 6,330,C,yellow,21,NULL,NULL,NULL,72,2,true,180,600,75,Fridge,892
Philips,series 4,300,A+++,green,21,NULL,NULL,NULL,74,2,false,183,500,85,Fridge,752
Xiaomi,series 6,300,B,silver,21,NULL,NULL,NULL,72,1,false,181,500,85,Fridge,732
Xiaomi,series 4,267,B,green,20,NULL,NULL,NULL,72,2,false,181,200,78,Fridge,653
Philips,series 6,280,A++,silver,22,NULL,NULL,NULL,71,1,true,181,400,70,Fridge,976
HORIZON,series 1,270,A,red,19,NULL,NULL,NULL,71,1,true,190,300,78,Fridge,774
Panasonic,series 5,290,C,green,23,NULL,NULL,NULL,73,2,false,182,500,79,Fridge,690
LG,series 1,290,A++,yellow,22,NULL,NULL,NULL,72,1,false,182,600,75,Fridge,731
HORIZON,series 2,267,C,silver,23,NULL,NULL,NULL,73,1,false,183,500,78,Fridge,625
Sony,series 1,290,A,red,19,NULL,NULL,NULL,71,2,true,178,700,85,Fridge,904
HORIZON,series 1,300,A++,blue,20,NULL,NULL,NULL,74,1,false,178,200,79,Fridge,548
Panasonic,series 6,300,C,red,23,NULL,NULL,NULL,73,2,true,181,200,75,Fridge,845
Panasonic,series 4,290,A+,yellow,20,NULL,NULL,NULL,74,1,true,181,500,85,Fridge,888
HORIZON,series 2,290,A,blue,21,NULL,NULL,NULL,72,2,false,180,400,85,Fridge,602
HORIZON,series 4,280,C,yellow,21,NULL,NULL,NULL,74,2,true,183,500,80,Fridge,857
Sony,series 3,300,A+++,silver,19,NULL,NULL,NULL,73,2,false,183,600,79,Fridge,734
Sony,series 3,267,A+,yellow,19,NULL,NULL,NULL,73,2,true,184,700,80,Fridge,964
Xiaomi,series 5,330,A+,silver,23,NULL,NULL,NULL,72,2,true,181,700,80,Fridge,945
HORIZON,series 5,320,A+++,brown,22,NULL,NULL,NULL,74,1,true,181,200,85,Fridge,821
Xiaomi,series 1,330,C,gray,23,NULL,NULL,NULL,71,2,true,184,700,75,Fridge,850
Xiaomi,series 4,270,A++,silver,23,NULL,NULL,NULL,72,2,false,180,200,70,Fridge,660
Philips,series 5,280,A+,brown,23,NULL,NULL,NULL,73,1,true,190,200,85,Fridge,910
Sony,series 6,290,C,green,22,NULL,NULL,NULL,72,2,false,180,600,70,Fridge,771
Panasonic,series 3,300,A+++,silver,20,NULL,NULL,NULL,71,1,true,181,500,75,Fridge,873
Philips,series 6,320,D,silver,21,NULL,NULL,NULL,71,1,false,190,600,75,Fridge,772
Sony,series 1,290,A+++,green,21,NULL,NULL,NULL,74,2,false,180,500,80,Fridge,677
LG,series 1,310,A+,blue,21,NULL,NULL,NULL,72,2,true,190,200,70,Fridge,837
Panasonic,series 4,270,A,green,20,NULL,NULL,NULL,72,1,true,190,600,78,Fridge,913
Samsung,series 4,300,C,green,22,NULL,NULL,NULL,70,1,false,182,300,70,Fridge,726
HORIZON,series 4,300,A+,gray,23,NULL,NULL,NULL,73,2,false,180,700,79,Fridge,700
Panasonic,series 1,300,C,silver,20,NULL,NULL,NULL,72,2,true,181,700,79,Fridge,848
Samsung,series 4,280,A++,yellow,23,NULL,NULL,NULL,71,2,true,182,600,75,Fridge,1015
Panasonic,series 1,320,C,green,23,NULL,NULL,NULL,74,2,false,183,200,79,Fridge,535
Xiaomi,series 1,330,A,silver,20,NULL,NULL,NULL,72,2,true,183,200,75,Fridge,763
Panasonic,series 4,330,D,silver,21,NULL,NULL,NULL,72,2,false,180,200,79,Fridge,587
Sony,series 2,290,A++,blue,19,NULL,NULL,NULL,71,2,false,183,500,75,Fridge,694
Philips,series 4,290,C,red,20,NULL,NULL,NULL,72,2,true,183,600,80,Fridge,953
LG,series 1,340,A,red,22,NULL,NULL,NULL,70,2,false,184,200,78,Fridge,616
Philips,series 4,320,B,yellow,20,NULL,NULL,NULL,72,1,true,182,600,85,Fridge,943
HORIZON,series 5,340,B,blue,22,NULL,NULL,NULL,72,1,false,182,500,78,Fridge,651
LG,series 4,330,A+,brown,20,NULL,NULL,NULL,72,1,false,181,700,78,Fridge,788
Samsung,series 1,280,B,silver,19,NULL,NULL,NULL,72,1,true,181,200,80,Fridge,864
Panasonic,series 1,280,A+++,red,21,NULL,NULL,NULL,71,1,false,180,700,85,Fridge,682
Samsung,series 4,320,A+,blue,20,NULL,NULL,NULL,74,2,true,181,500,80,Fridge,973
HORIZON,series 5,267,A,red,22,NULL,NULL,NULL,71,2,false,182,500,78,Fridge,696
Panasonic,series 6,320,A,silver,19,NULL,NULL,NULL,70,2,true,184,600,85,Fridge,929
Samsung,series 2,290,C,blue,22,NULL,NULL,NULL,70,2,true,182,700,75,Fridge,971
LG,series 1,267,A+,silver,22,NULL,NULL,NULL,72,2,false,178,400,78,Fridge,701
HORIZON,series 5,340,C,green,22,NULL,NULL,NULL,71,1,false,181,600,80,Fridge,666
HORIZON,series 1,280,A,red,23,NULL,NULL,NULL,70,1,false,180,300,80,Fridge,565
LG,series 3,300,A+,silver,20,NULL,NULL,NULL,71,2,true,190,700,85,Fridge,983
Xiaomi,series 5,340,B,yellow,21,NULL,NULL,NULL,71,2,true,184,600,75,Fridge,912
Samsung,series 4,320,A,blue,20,NULL,NULL,NULL,74,2,true,181,600,75,Fridge,988
Philips,series 1,280,D,gray,20,NULL,NULL,NULL,71,1,false,182,500,75,Fridge,673
Samsung,series 4,330,D,yellow,23,NULL,NULL,NULL,74,2,false,182,400,80,Fridge,725
Xiaomi,series 4,310,C,yellow,23,NULL,NULL,NULL,70,2,true,178,200,78,Fridge,820
Xiaomi,series 1,340,A+++,blue,19,NULL,NULL,NULL,74,1,true,178,700,70,Fridge,874
HORIZON,series 2,330,A++,red,23,NULL,NULL,NULL,74,2,false,178,500,80,Fridge,610
LG,series 1,280,C,yellow,20,NULL,NULL,NULL,71,1,true,184,500,78,Fridge,898
Xiaomi,series 2,310,A+,silver,21,NULL,NULL,NULL,70,1,false,184,700,80,Fridge,697
Philips,series 4,267,A+,red,20,NULL,NULL,NULL,71,2,true,183,500,75,Fridge,963
HORIZON,series 4,330,A++,red,20,NULL,NULL,NULL,73,2,true,190,400,78,Fridge,833
Philips,series 1,330,A,silver,21,NULL,NULL,NULL,71,2,false,181,400,85,Fridge,642
HORIZON,series 3,340,A,gray,19,NULL,NULL,NULL,71,2,false,178,600,78,Fridge,639
Panasonic,series 5,290,A,red,20,NULL,NULL,NULL,71,2,false,178,600,78,Fridge,723
HORIZON,series 1,290,A+++,yellow,22,NULL,NULL,NULL,73,2,true,180,200,75,Fridge,756
Xiaomi,series 1,280,B,brown,19,NULL,NULL,NULL,71,2,false,184,600,78,Fridge,664
Sony,series 6,340,A+,red,23,NULL,NULL,NULL,74,1,true,180,200,70,Fridge,880
Xiaomi,series 2,340,A+,gray,19,NULL,NULL,NULL,72,1,true,182,400,79,Fridge,824
Xiaomi,series 4,320,A++,green,22,NULL,NULL,NULL,72,1,false,180,200,79,Fridge,636
LG,series 2,280,A,green,21,NULL,NULL,NULL,73,2,false,182,200,85,Fridge,667
Sony,series 1,330,A++,yellow,19,NULL,NULL,NULL,74,1,false,182,600,75,Fridge,674
Samsung,series 2,300,A+++,blue,22,NULL,NULL,NULL,70,2,false,190,400,80,Fridge,731
Samsung,series 3,280,A+,red,19,NULL,NULL,NULL,74,1,false,181,400,70,Fridge,754
Samsung,series 2,267,A+++,gray,23,NULL,NULL,NULL,71,2,false,182,700,70,Fridge,810
Philips,series 2,267,B,brown,20,NULL,NULL,NULL,73,2,false,190,200,75,Fridge,653
Sony,series 2,320,D,red,21,NULL,NULL,NULL,72,2,true,180,400,85,Fridge,832
Philips,series 1,300,A++,red,23,NULL,NULL,NULL,72,1,true,181,300,78,Fridge,845
Philips,series 1,280,B,silver,23,NULL,NULL,NULL,72,1,true,190,500,78,Fridge,880
Sony,series 2,267,C,silver,23,NULL,NULL,NULL,71,2,true,190,700,80,Fridge,925
Philips,series 4,290,B,yellow,20,NULL,NULL,NULL,74,1,true,190,400,85,Fridge,918
HORIZON,series 5,300,A++,brown,23,NULL,NULL,NULL,70,1,true,183,500,85,Fridge,885
Xiaomi,series 5,280,C,red,22,NULL,NULL,NULL,71,1,true,190,700,80,Fridge,956
HORIZON,series 4,320,A,gray,19,NULL,NULL,NULL,70,2,false,182,700,75,Fridge,689
Panasonic,series 3,330,D,gray,22,NULL,NULL,NULL,74,2,true,181,400,85,Fridge,806
Panasonic,series 2,320,C,blue,22,NULL,NULL,NULL,73,2,true,178,500,70,Fridge,816
Xiaomi,series 1,280,A++,blue,23,NULL,NULL,NULL,71,2,false,181,300,78,Fridge,615
HORIZON,series 5,310,D,silver,21,NULL,NULL,NULL,72,2,true,178,200,80,Fridge,797
Sony,series 4,280,A++,brown,20,NULL,NULL,NULL,71,2,true,181,600,78,Fridge,958
Panasonic,series 1,330,D,silver,19,NULL,NULL,NULL,70,1,false,180,700,75,Fridge,629
Sony,series 3,300,A,yellow,22,NULL,NULL,NULL,73,1,true,180,600,80,Fridge,916
Philips,series 1,340,A,gray,20,NULL,NULL,NULL,74,1,true,182,300,70,Fridge,818
Philips,series 6,290,B,yellow,19,NULL,NULL,NULL,71,1,false,184,300,80,Fridge,739
Xiaomi,series 5,310,D,green,21,NULL,NULL,NULL,71,2,true,181,600,85,Fridge,917
Sony,series 4,290,A+++,silver,19,NULL,NULL,NULL,71,2,false,184,400,79,Fridge,719
HORIZON,series 2,290,A,silver,22,NULL,NULL,NULL,73,1,true,190,700,75,Fridge,861
Sony,series 5,340,A+,yellow,22,NULL,NULL,NULL,74,2,false,190,700,85,Fridge,761
LG,series 6,290,B,brown,22,NULL,NULL,NULL,72,1,false,178,300,79,Fridge,756
Philips,series 6,290,A,silver,21,NULL,NULL,NULL,72,2,false,184,200,75,Fridge,722
LG,series 6,330,A+++,brown,21,NULL,NULL,NULL,73,2,true,178,500,70,Fridge,997
HORIZON,series 3,340,A,green,23,NULL,NULL,NULL,71,1,false,184,600,78,Fridge,635
Samsung,series 2,340,A+,blue,23,NULL,NULL,NULL,74,1,false,182,400,79,Fridge,700
LG,series 4,320,A+++,blue,23,NULL,NULL,NULL,70,2,false,180,700,70,Fridge,800
Panasonic,series 2,280,B,silver,19,NULL,NULL,NULL,71,1,true,184,700,80,Fridge,884
Xiaomi,series 3,267,D,silver,20,NULL,NULL,NULL,70,1,false,180,600,79,Fridge,703
Samsung,series 3,270,D,blue,22,NULL,NULL,NULL,74,2,false,183,200,85,Fridge,696
Samsung,series 3,267,A+++,yellow,22,NULL,NULL,NULL,74,2,true,180,500,80,Fridge,991
Panasonic,series 3,300,D,brown,23,NULL,NULL,NULL,71,1,false,178,200,75,Fridge,580
HORIZON,series 5,270,A+++,gray,19,NULL,NULL,NULL,73,2,false,183,700,80,Fridge,749
Sony,series 3,320,C,yellow,21,NULL,NULL,NULL,70,2,false,190,200,75,Fridge,617
Philips,series 3,300,C,blue,20,NULL,NULL,NULL,70,2,false,180,600,70,Fridge,728
Panasonic,series 1,300,C,brown,23,NULL,NULL,NULL,72,1,false,184,700,80,Fridge,645
HORIZON,series 2,300,A+,gray,21,NULL,NULL,NULL,71,1,true,180,400,79,Fridge,802
Philips,series 4,310,A,silver,23,NULL,NULL,NULL,72,2,true,183,400,70,Fridge,910
LG,series 6,267,A++,gray,23,NULL,NULL,NULL,73,1,false,183,300,85,Fridge,785
Samsung,series 1,300,A+,silver,19,NULL,NULL,NULL,71,1,true,178,700,80,Fridge,964
HORIZON,series 6,320,A+,blue,20,NULL,NULL,NULL,70,2,false,178,400,78,Fridge,673
LG,series 2,300,A+++,red,22,NULL,NULL,NULL,71,1,false,181,300,79,Fridge,691
Xiaomi,series 2,330,A+++,blue,20,NULL,NULL,NULL,74,1,true,183,200,75,Fridge,798
Sony,series 4,330,C,brown,19,NULL,NULL,NULL,70,2,true,184,300,75,Fridge,854
Samsung,series 5,330,C,gray,20,NULL,NULL,NULL,72,1,false,184,300,75,Fridge,733
Sony,series 4,300,B,silver,19,NULL,NULL,NULL,73,1,true,190,700,70,Fridge,954
Philips,series 4,330,D,yellow,20,NULL,NULL,NULL,70,1,true,181,300,75,Fridge,868
Panasonic,series 3,270,A+,yellow,22,NULL,NULL,NULL,70,1,false,183,500,85,Fridge,676
Panasonic,series 5,270,B,silver,22,NULL,NULL,NULL,73,1,false,182,500,85,Fridge,706
Philips,series 4,330,D,red,23,NULL,NULL,NULL,70,2,true,183,500,75,Fridge,905
Sony,series 2,320,B,brown,20,NULL,NULL,NULL,73,2,true,183,700,78,Fridge,903
HORIZON,series 3,330,A++,silver,21,NULL,NULL,NULL,72,1,false,182,200,79,Fridge,572
Philips,series 4,300,A+,gray,20,NULL,NULL,NULL,71,1,false,183,200,70,Fridge,683
Philips,series 2,340,A+++,silver,22,NULL,NULL,NULL,73,1,false,178,600,80,Fridge,711
Philips,series 6,290,D,brown,23,NULL,NULL,NULL,74,2,false,184,300,70,Fridge,725
HORIZON,series 6,280,B,yellow,20,NULL,NULL,NULL,70,2,false,190,200,85,Fridge,643
Xiaomi,series 4,290,C,gray,21,NULL,NULL,NULL,73,2,false,190,400,80,Fridge,672
HORIZON,series 6,270,D,gray,20,NULL,NULL,NULL,74,1,false,181,300,85,Fridge,658
HORIZON,series 5,280,A,blue,23,NULL,NULL,NULL,71,1,false,182,600,80,Fridge,705
Philips,series 5,330,A+++,silver,19,NULL,NULL,NULL,74,2,true,184,400,79,Fridge,939
LG,series 6,330,C,silver,21,NULL,NULL,NULL,71,2,true,180,400,75,Fridge,952
Xiaomi,series 4,310,A+,green,19,NULL,NULL,NULL,71,1,false,178,300,75,Fridge,659
LG,series 1,320,B,green,19,NULL,NULL,NULL,73,2,false,190,600,78,Fridge,704
Xiaomi,series 1,340,A++,gray,19,NULL,NULL,NULL,74,2,true,184,200,79,Fridge,769
Xiaomi,series 5,267,A++,yellow,21,NULL,NULL,NULL,72,2,false,178,500,75,Fridge,747
HORIZON,series 6,270,C,silver,22,NULL,NULL,NULL,73,1,true,180,600,75,Fridge,921
Sony,series 3,290,A++,green,23,NULL,NULL,NULL,70,2,true,180,500,75,Fridge,910
Samsung,series 4,280,D,silver,21,NULL,NULL,NULL,70,1,false,178,500,80,Fridge,772
HORIZON,series 3,280,A+,red,20,NULL,NULL,NULL,70,2,false,183,700,85,Fridge,693
Xiaomi,series 5,320,A+,brown,23,NULL,NULL,NULL,72,1,false,184,300,75,Fridge,670
HORIZON,series 6,267,C,red,19,NULL,NULL,NULL,71,1,false,181,300,70,Fridge,669
Philips,series 1,320,A+++,brown,22,NULL,NULL,NULL,71,2,true,190,600,79,Fridge,901
Samsung,series 1,340,A+,green,21,NULL,NULL,NULL,71,2,false,190,300,85,Fridge,662
Philips,series 1,280,A,silver,19,NULL,NULL,NULL,71,1,true,181,300,75,Fridge,849
LG,series 6,300,C,green,23,NULL,NULL,NULL,70,2,false,183,700,80,Fridge,825
Panasonic,series 2,320,A+++,blue,20,NULL,NULL,NULL,73,2,true,183,400,78,Fridge,823
Samsung,series 5,267,D,silver,19,NULL,NULL,NULL,74,2,false,184,600,85,Fridge,824
Samsung,series 3,300,A+,silver,20,NULL,NULL,NULL,73,1,true,181,700,79,Fridge,1003
LG,series 3,320,A,blue,19,NULL,NULL,NULL,71,1,false,180,600,85,Fridge,749
Xiaomi,series 2,290,D,silver,20,NULL,NULL,NULL,71,1,true,180,700,78,Fridge,888
Panasonic,series 2,300,A,silver,22,NULL,NULL,NULL,71,1,true,183,700,70,Fridge,876
Philips,series 4,270,C,blue,21,NULL,NULL,NULL,73,1,true,182,600,78,Fridge,962
Xiaomi,series 3,290,C,blue,21,NULL,NULL,NULL,70,1,true,180,600,75,Fridge,892
Philips,series 1,280,A,silver,23,NULL,NULL,NULL,71,1,true,182,300,80,Fridge,845
Sony,series 4,320,A+++,yellow,22,NULL,NULL,NULL,73,2,false,183,400,79,Fridge,701
Samsung,series 6,340,C,silver,23,NULL,NULL,NULL,73,2,true,190,400,75,Fridge,965
LG,series 3,340,A+++,silver,19,NULL,NULL,NULL,74,1,true,184,200,75,Fridge,874
HORIZON,series 3,340,A+++,red,19,NULL,NULL,NULL,71,2,false,190,300,79,Fridge,594
Samsung,series 6,280,A++,yellow,23,NULL,NULL,NULL,73,1,false,184,500,80,Fridge,835
